,text,label
61,"Late payment fined because the #deptoftransport #website is so so cruddy it doesn’t work, so they fine you &amp; when asked for feedback they don’t believe you! #government 🤬  ","['deptoftransport', 'website', 'government']"
62,"This is routine in the Democratic (Hypocritical) #USA  and they import such things across the globe e.g. Newly imported #government in #Pakistan  party is aggressive, terrorist and violent group.  ","['usa', 'government', 'pakistan', 'امپورٹڈ_حکومت_نامنظور']"
63,"Our rapidly growing team of 300 people solve complex client challenges in #aerospace, #defence, #security, #government and critical national #infrastructure.  Find out more ➡️...    ","['aerospace', 'defence', 'security', 'government', 'infrastructure']"
64,"Several lapses in the investigation &amp; inconsistencies in the statements of witnesses, including #Police &amp; #government officials, proved fatal, leading to the acquittal of #AkbaruddinOwaisi #HateSpeech     ","['police', 'government', 'akbaruddinowaisi', 'hatespeech']"
65,Doesn’t the #vape industry deserve a sitdown with  and a #government #TaskForce ? Let’s all put our cards on the table. And work on keeping our #harmreduction that is working for millions worldwide. #VaporsAreNotCriminals ,"['vape', 'government', 'taskforce', 'harmreduction', 'vaporsarenotcriminals', 'ideservetobetobaccofree']"
66,"Well Damn: Member Of Parliament Threatened To Give Government Minister A ""Chris Rock Special""    A member of Parliament i...  #chris #damn #entertainment #give #government #member #minister #parliament #...  ","['chris', 'damn', 'entertainment', 'give', 'government', 'member', 'minister', 'parliament']"
67,"Well Damn: Member Of Parliament Threatened To Give Government Minister A ""Chris Rock Special""    A member of Parliament i...  #chris #damn #entertainment #give #government #member #minister #parliament #...  ","['chris', 'damn', 'entertainment', 'give', 'government', 'member', 'minister', 'parliament']"
68,"The world knows what is going on, they know  and his klan of #Democrats  has made a mockery of this country, she needs to be brought up on charges in #defrauding the #government it’s time! #tyranny  ","['democrats', 'defrauding', 'government', 'tyranny']"
70,People on the left: Government Bribe (Lobbying) is bad.  Same people: #Disney bribing the #government to manipulate #Florida law is good. (Disney can mistreat employees and protect molesters no problem)  ,"['disney', 'government', 'florida', 'news']"
71,"🇺🇸🇺🇦 On Wednesday, the #US #government approved another $800 million #military assistance package to #Ukraine, which includes a wide range of #weapons and #military equipment, including 11 Mi-17 multipurpose helicopters previously intended for the #Afghan armed forces. ... 👇","['us', 'government', 'military', 'ukraine', 'weapons', 'military', 'afghan']"
72,Those injured in the blast in a chemical factory in #Eluru district of #AndhraPradesh are undergoing treatment at #Government General #hospital in #Vijayawada. Four of the 13 injured are said to be in a critical condition   ,"['eluru', 'andhrapradesh', 'government', 'hospital', 'vijayawada']"
73,"Just a reminder that YOU NEED TO #VOTE.  It's primary season &amp; you know who IS GOING TO VOTE? People who know very little about economics,  very little about how the #government works but listen to OPINION stations as their only #news source.   Do your part. VOTE every election.  ","['vote', 'government', 'news']"
74,Injured of #Blast in #chemical #factory in #Eluru district of #AndhraPradesh undergoing treatment at #Government General #hospital in #Vijayawada 📸:    ,"['blast', 'chemical', 'factory', 'eluru', 'andhrapradesh', 'government', 'hospital', 'vijayawada']"
75,The Nazi USA gov/s KGB (FBI) sent a letter to Rev. Martin Luther King Jr. giving him 34 days to suicide. #expose #government #usa #corruption #mlk #BlackLivesMatter   ,"['expose', 'government', 'usa', 'corruption', 'mlk', 'blacklivesmatter']"
76,The political order should function with our higher purpose in mind - Where #Integralism Goes Wrong  #USA #politics #government  #libertarianism #culture #CatholicTwitter  ,"['integralism', 'usa', 'politics', 'government', 'libertarianism', 'culture', 'catholictwitter']"
77," So the #fbi can get a hard on watching Trump...an help set up a kidnapping/murder of a Governor. Help overthrow a Government, assist in assassinations &amp; help Hunter. #fbifailed #BrooklynSubwayAttack #Watchlistwatch #Government #snowdenwasright ","['fbi', 'fbifailed', 'brooklynsubwayattack', 'watchlistwatch', 'government', 'snowdenwasright', 'julianassangewasright']"
78,You can see what attracted #БOЯISconi &amp; #FurherPriti to Rwanda...👇  #Government:  ,"['бoяisconi', 'furherpriti', 'government']"
79,"This is the situation of the country,the #government,friendly #industrialists and #Godimedia, taking turns to save one, all fell in the eyes of the country's knower.  #GodiMedia #ModiHaiTohMumkinHai #UPElections2022  ","['government', 'industrialists', 'godimedia', 'godimedia', 'modihaitohmumkinhai', 'upelections2022']"
80,A portion of Washington's Farewell Address To The People Of The United States  #GeorgeWashington #UnitedStates #Nonpartisan #Government #SelfGovernance  ,"['georgewashington', 'unitedstates', 'nonpartisan', 'government', 'selfgovernance']"
81,"Sadly this once privately funded project is 6 years pass date &amp; only 50% complete , Completely under the control of #Trudeau / #NDP #Minority #Government set maybe to be commissioned 3 years from now after the next election at 3 times the cost!","['trudeau', 'ndp', 'minority', 'government']"
82,Boris Johnson fined over secret COVID-19 parties #41222 #borisjohnson #fines #government #lockdown #unitedkingdom  ,"['borisjohnson', 'fines', 'government', 'lockdown', 'unitedkingdom']"
83,Bankrupt Sri Lanka asks citizens abroad to send home cash  Ironical !!!! ⁦⁩ ⁦⁩ #failed #government   ,"['failed', 'government']"
84,"Ukraine says it hit Russian warship with Neptune missiles, Russia claims it was ammunition explosion  #embarrassed #russia #government     ","['embarrassed', 'russia', 'government']"
85,#TrudeauMustGo And our #Ignorant #Liberal #Government  Let's A #Pedofile Run #Canada How #Fucking ,"['trudeaumustgo', 'ignorant', 'liberal', 'government', 'pedofile', 'canada', 'fucking', 'discusting']"
86,most engaging tweet from  for the week (3167 retweets and likes)  #government #finance #dont_miss_the_tweet #tweetalerts  ,"['government', 'finance', 'dont_miss_the_tweet', 'tweetalerts']"
87,Some Housing Associations are worse than some bad private landlords. Aren't Housing Associations handed grants by  the Government?  They need to do MUCH BETTER!!! #housingassociations ,"['housingassociations', 'government']"
89,Register Today! The Cyber-Security for Government Summit offers an in-depth look at how national and international organisations are building their cyber-defences... Find more:     #Event #Cyberdefences #cyberthreats #Cybersecurity #Government  ,"['event', 'cyberdefences', 'cyberthreats', 'cybersecurity', 'government']"
91,Think it is time we ran a campaign about #government #policy to support for a green EV #charging infrastructure. Time to STOP the choice of propping up the #FossilFuels industry with $billions of #public funds. ,"['government', 'policy', 'charging', 'fossilfuels', 'public', 'auspol']"
92,"It is ridiculous, negligent, and #fiscally bad choice for #government spending. Meanwhile in Tasmania one firm has 30 vehicles in order and a Melbourne #business converting #cars has an order list of 1000. ","['fiscally', 'government', 'business', 'cars', 'auspol']"
93,Discover the 10 transformative trends for #government in our latest Deloitte Centre for Government Insights #GovTrends2022 report:    ,"['government', 'govtrends2022']"
94,"NY Lt. Gov. Brian Benjamin Resigns Following Arrest in Campaign Finance Fraud Case: Hochul  News Source:    For More Trending Crypto And Finance News, Please visit:    #Finance #Campaign #government    ","['finance', 'campaign', 'government']"
95,#PlaneAlert ICAO: #485920 Tail: #PHGOV  Owner: #GovernmentofTheNetherlands Aircraft: #Boeing 737-BBJ 2022/04/13 21:55:42 #B737 #TheNetherlands #MarkRutte #Government     ,"['planealert', 'phgov', 'governmentofthenetherlands', 'boeing', 'b737', 'thenetherlands', 'markrutte', 'government']"
97,"This is about hidden motives. What #government says is ""rights."" What it means is ""save #money.""  I think a lot of America's companies, spiritual leaders, individual citizens, are also caught in this political #war. We are seeing how the power of govt can be abusive in new ways.","['government', 'money', 'war']"
98, ‘Casserole of stupid’…perfect description!🤣 #TheView #stupid #joybehar #government #SupremeCourt #senate #houseofrepresentatives ,"['theview', 'stupid', 'joybehar', 'government', 'supremecourt', 'senate', 'houseofrepresentatives', 'fjb']"
100,"After the success of petrol, diesel, CNG and LPG price hike our beloved Indian government hiked PNG price up to ₹10 within 14 days #ThankYou #government    ","['thankyou', 'government']"
101,"#Data is the true currency of the digital age. In a recent blog, our #Government Solutions President, Rob Carey explains how harnessing “#data in motion” is a crucial step in gaining command and control of data as a strategic asset    ","['data', 'government', 'data']"
102, People know there is #Corruption in all tiers of #government &amp; #Politics across the world But what is more worrying is that there is no where for anyone to go for #justice &amp; for the #Truth to be exposed #wapol #auspol #wanews   ,"['corruption', 'government', 'politics', 'justice', 'truth', 'wapol', 'auspol', 'wanews', 'corrupt']"
103,Been thinking and saying this for years. Populist demagogues lead us nowhere but down. #epistocracy #democracy #government #america #vote #epistocracy #populism     via ,"['epistocracy', 'democracy', 'government', 'america', 'vote', 'epistocracy', 'populism']"
104, Thanks Lucie. We appreciate the validation! 😌😌 #cyberattacks #government #cyberwarfare ,"['cyberattacks', 'government', 'cyberwarfare', '2022predictions']"
106,"Everybody dies. We need people to set broken bones, fix broken teeth, and stitch broken bodies. The medical establishment has grown fat hanging around the grave site. And, bloody. #medicine #government #healthcare #lifestyle #ethics #honor #honour #shame #grave #death ","['medicine', 'government', 'healthcare', 'lifestyle', 'ethics', 'honor', 'honour', 'shame', 'grave', 'death', 'freedom']"
107,There is no justice in taxes. Taxes are fines imposed for being a part of the economy. The legal system hands out fines as punishments. Start an all purpose government business and hire everybody left out. #taxes #government #economy #crime #law ,"['taxes', 'government', 'economy', 'crime', 'law', 'socialism']"
108,"Justice is hurt for hurt. The only hurts the legal system give out are prison and fines. Prison is the most expensive to the tax payer, and fines are stealing money from the convict. Our legal system is a money grab. #law #justice #government #religion #ethics #economy ","['law', 'justice', 'government', 'religion', 'ethics', 'economy', 'money']"
109,No end to politics over paddy in Telangana #Congress #credit #Farmers #government #paddy  ,"['congress', 'credit', 'farmers', 'government', 'paddy']"
110,Free Crypto Coins Tips : Ukraine to Decide Legal Status of Cryptocurrencies in 3 Weeks  #freecryptocoinstips #cryptocurrencies #ukraine #government #bitcoinregulation #bitcoinmining  ,"['freecryptocoinstips', 'cryptocurrencies', 'ukraine', 'government', 'bitcoinregulation', 'bitcoinmining']"
111,"#ruxxia claims to have invented a better #Covid test  If it checks out OK, then that is another tool in the #Government's anfi-Covid plam.  [although, In the #UK there does not seem to be a plan.  ","['ruxxia', 'covid', 'government', 'uk']"
